Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_09_879.jpg;11.99787;0;0;0.02509894;141.1116;100.4805;0.1879988;46.69581;0.4656304
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_09_946.jpg;14.99584;0;0;0.02390186;141.1116;100.4805;0.112613;50.10829;0.4801872
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_10_013.jpg;15;0;0;0.02279612;141.1116;100.4805;0.06047506;52.8086;0.48485
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_10_079.jpg;12.00755;0;0;0.02138174;141.1117;100.4805;0.00854554;55.1573;0.4847173
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_10_146.jpg;9.002235;0;0;0.02030455;141.1117;100.4805;359.9386;57.50404;0.4756303
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_10_213.jpg;6.004582;0;0;0.01929643;141.1117;100.4806;359.889;58.67866;0.4581231
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_10_279.jpg;3.008439;0;0;0.01750394;141.1117;100.4806;359.8446;59.407;0.4296369
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_10_346.jpg;0.004213639;0;0;0.01687577;141.1117;100.4806;359.791;59.59583;0.3788931
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_10_412.jpg;0;0;0;0.01649631;141.1117;100.4806;359.7584;59.59584;0.3344344
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_10_479.jpg;0;0;0;0.0160292;141.1117;100.4806;359.7328;59.59587;0.2870641
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_10_544.jpg;0;0;0;0.0156434;141.1117;100.4807;359.7096;59.59587;0.2213469
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_10_615.jpg;0;0;0;0.01521792;141.1117;100.4807;359.7001;59.59587;0.1716354
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_10_681.jpg;0;0;0;0.01458361;141.1116;100.4807;359.697;59.59586;0.1227306
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_10_746.jpg;0;0;0;-0.01406093;141.1116;100.4807;359.7022;59.59586;0.06038219
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_10_813.jpg;0;0;0;-0.01350815;141.1116;100.4807;359.7124;59.59586;0.01679881
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_10_879.jpg;0;0;0;-0.01274393;141.1116;100.4807;359.7274;59.59584;359.9767
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_10_946.jpg;0;0;0;-0.01216649;141.1116;100.4807;359.7538;59.59584;359.9294
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_11_012.jpg;0;0;0;-0.01159926;141.1116;100.4807;359.7774;59.59583;359.8992
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_11_079.jpg;0;0;0;-0.01087725;141.1115;100.4807;359.8036;59.59584;359.8737
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_11_146.jpg;2.995261;0;0;-0.01038551;141.1115;100.4807;359.84;60.12693;359.8486
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_11_213.jpg;5.998605;0;0;0;141.1115;100.4807;359.8667;61.11258;359.8361
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_11_279.jpg;8.989626;0;0;0;141.1115;100.4807;359.8924;62.54326;359.8279
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_11_348.jpg;12.00174;0;0;0;141.1115;100.4807;359.9239;65.23495;359.8224
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_11_414.jpg;15;0;0;0;141.1115;100.4807;359.9455;67.75639;359.8213
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_11_481.jpg;11.98043;0;0;0;141.1115;100.4806;359.9669;70.10645;359.8218
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_11_548.jpg;8.992159;0;0;0;141.1115;100.4806;-0.00370459;72.45525;359.8251
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_11_612.jpg;5.993601;0;0;0;141.1115;100.4806;0.01820904;73.72679;359.83
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_11_678.jpg;3.146955;0;0;0;141.1115;100.4806;0.03984883;74.47733;359.8374
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_11_745.jpg;0.141638;0;0;0;141.1115;100.4806;0.06729688;74.69712;359.8514
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_11_812.jpg;0;0;0;0;141.1115;100.4806;0.0851319;74.69712;359.8645
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_11_879.jpg;0;0;0;0;141.1115;100.4806;0.1000393;74.69712;359.8792
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_11_945.jpg;0;0;0;0;141.1115;100.4806;0.1152434;74.69712;359.9007
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_12_012.jpg;0;0;0;0;141.1115;100.4806;0.1231412;74.69712;359.9175
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_12_079.jpg;0;0.1041234;0;0;141.1115;100.4803;0.1222538;74.66671;359.9347
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_12_145.jpg;0;0;0.303771;0;141.1114;100.48;0.1190852;74.66187;359.9571
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_12_212.jpg;0;0;0.5040443;0;141.1114;100.48;0.1190117;74.66183;359.9732
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_12_278.jpg;0;0;0.703552;0;141.1114;100.48;0.1166618;74.6618;359.9885
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_12_345.jpg;0;0;0.9038365;0;141.1114;100.48;0.1103538;74.66176;0.007041911
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_12_412.jpg;0;0;1;0;141.1114;100.48;0.1035513;74.66174;0.0193957
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_12_478.jpg;0;0;1;0;141.1114;100.48;0.09525844;74.66172;0.03025739
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_12_545.jpg;0;0;1;0;141.1115;100.48;0.08234678;74.66171;0.04227131
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_12_612.jpg;0;0;1;0;141.1115;100.48;0.07162336;74.66171;0.04937549
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_12_678.jpg;0;0;1;0;141.1115;100.48;0.06030794;74.66171;0.05484131
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_12_744.jpg;0;0;1;0;141.1115;100.48;0.04474816;74.66173;0.05964394
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_12_811.jpg;0;0;1;0;141.1115;100.48;0.0330416;74.66174;0.06147157
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_12_878.jpg;0;0;1;0;141.1115;100.48;0.02155536;74.66175;0.06188282
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_12_945.jpg;0;0;1;0;141.1115;100.48;0.006933825;74.66177;0.06043279
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_13_013.jpg;0;0;1;0;141.1115;100.48;-0.003281831;74.66177;0.05802184
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_13_078.jpg;0;0;1;0;141.1115;100.48;359.9873;74.66179;0.05463231
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_13_145.jpg;0;0;1;0;141.1115;100.48;359.9762;74.66179;0.04895992
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_13_212.jpg;0;0;1;0;141.1115;100.48;359.9691;74.66179;0.04395773
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_13_278.jpg;0;0;0;0;141.1115;100.48;359.9632;74.66179;0.038488
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_13_345.jpg;0;0;0;0;141.1115;100.48;359.957;74.6618;0.03073244
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_13_412.jpg;0;0.1037777;0;0;141.1115;100.4799;359.9529;74.6922;0.024797
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_13_478.jpg;0;0.09402537;0;0.01636634;141.1118;100.481;359.975;74.70261;0.01878878
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_13_545.jpg;0;0;0;0;141.112;100.4818;359.9874;74.68506;0.0111442
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_13_611.jpg;0;0.1996673;0;0.01806725;141.1126;100.4841;0.03579622;74.67236;0.005670215
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_13_678.jpg;0;0.3997768;0;0.03333698;141.1135;100.4871;0.0971774;74.61488;0.000674889
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_13_745.jpg;0;0.5997519;0;0.04902388;141.115;100.4926;0.1987735;74.66549;-0.005484138
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_13_810.jpg;0;0.7948636;0;0.09038658;141.1174;100.5013;0.3682484;74.75048;359.9898
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_13_880.jpg;0;1;0;0.1188854;141.1203;100.5123;0.5528279;74.67352;-0.0001514251
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_13_945.jpg;0;1;0;0.1932651;141.1257;100.532;0.8461459;74.75878;-0.001773781
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_14_011.jpg;0;1;0;0.2289031;141.1308;100.5506;1.091545;74.81808;-0.001926009
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_14_081.jpg;0;1;0;0.3103249;141.1366;100.5719;1.310962;74.76665;-0.0006744709
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_14_148.jpg;0;1;0;0.3503803;141.1439;100.5984;1.210671;74.81112;-0.00228837
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_14_214.jpg;1.595545;1;0;0.438504;141.1503;100.6219;1.103993;74.82764;0.0001650891
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_14_280.jpg;4.584908;1;0;0.4861401;141.1573;100.6501;1.079074;75.17171;0.003133692
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_14_347.jpg;7.589279;1;0;0.5329591;141.1664;100.6925;1.102159;75.55028;0.02519591
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_14_414.jpg;10.588;1;0;0.5829876;141.1734;100.7287;1.168195;76.06335;0.03491675
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_14_480.jpg;13.59395;1;0;0.6465032;141.1796;100.7673;1.20323;76.70154;0.02880928
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_14_547.jpg;15;1;0;0.6874138;141.1865;100.822;1.184011;77.82381;-0.005441021
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_14_614.jpg;15;1;0;0.7518576;141.191;100.8672;1.19915;78.61814;359.993
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_14_681.jpg;15;1;0;0.8008118;141.1952;100.9151;1.208339;79.51599;359.9935
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_14_747.jpg;13.42123;1;0;0.8497397;141.2004;100.9838;1.215363;80.76312;359.9927
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_14_814.jpg;10.42968;1;0;0.9199365;141.2045;101.0389;1.216479;81.575;359.9934
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_14_877.jpg;7.432407;1;0;0.9693766;141.2093;101.0969;1.215499;82.17652;-0.004928417
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_14_944.jpg;4.610029;1;0;1.018915;141.217;101.1787;1.217049;82.74014;-0.003402288
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_15_014.jpg;1.431094;1;0;1.081748;141.2239;101.2432;1.223242;83.03429;-0.00315606
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_15_080.jpg;0;1;0;1.125462;141.232;101.3102;1.219536;83.07417;-0.001037323
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_15_147.jpg;0;1;0;1.173489;141.2438;101.404;1.223043;83.04462;-0.0008627147
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_15_210.jpg;0;1;0;1.22262;141.2531;101.4778;1.23014;83.00527;-0.0007653643
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_15_277.jpg;0;1;0;1.285847;141.2628;101.5543;1.233731;82.97839;-0.0007448633
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_15_344.jpg;0;1;0;1.332919;141.2763;101.6608;1.237588;82.95087;-0.0008902398
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_15_413.jpg;0;1;0;1.394422;141.2869;101.7439;1.241108;82.93135;-0.0009128981
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_15_479.jpg;0;1;0;1.441631;141.2979;101.8299;1.24779;82.91127;-0.0008760727
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_15_545.jpg;0;1;0;1.488507;141.3131;101.9488;1.251651;82.89635;-0.0009441655
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_15_612.jpg;0;1;0;1.536284;141.325;102.0412;1.254236;82.88577;-0.0009841699
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_15_678.jpg;0;1;0;1.598137;141.3373;102.1364;1.260245;82.87351;-0.0009971687
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_15_745.jpg;0;1;0;1.644555;141.3542;102.2676;1.265803;82.85899;-0.001021249
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_15_812.jpg;0;1;0;1.689875;141.3674;102.3692;1.269594;82.84685;-0.001004424
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_15_878.jpg;0;1;0;1.751788;141.3809;102.4735;1.272809;82.83747;-0.001049146
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_15_945.jpg;0;1;0;1.797421;141.3995;102.6169;1.281482;82.82178;-0.001051652
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_16_010.jpg;0;1;0;1.842367;141.4139;102.7276;1.285661;82.81046;-0.001079495
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_16_079.jpg;0;1;0;1.903574;141.4286;102.841;1.289999;82.79948;-0.001097124
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_16_145.jpg;0;1;0;1.948747;141.4489;102.9963;1.293276;82.78608;-0.001127615
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_16_212.jpg;0;1;0;1.993767;141.4645;103.1159;1.299451;82.77343;-0.001138553
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_16_278.jpg;0;1;0;2.053478;141.4805;103.2382;1.302647;82.7626;-0.001161519
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_16_345.jpg;0;1;0;2.098155;141.5025;103.4053;1.305357;82.7476;-0.001179955
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_16_411.jpg;0;1;0;2.142397;141.5193;103.5338;1.308244;82.73708;-0.001180977
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_16_478.jpg;0;1;0;2.201463;141.5366;103.6649;1.314352;82.72533;-0.001217234
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_16_545.jpg;0;1;0;2.245683;141.5602;103.8437;1.316351;82.71036;-0.001233035
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_16_612.jpg;0;1;0;2.289457;141.5783;103.9809;1.319554;82.70052;-0.001259537
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_16_678.jpg;0;1;0;2.347904;141.5968;104.1206;1.320951;82.68765;-0.001251218
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_16_745.jpg;0;1;0;2.391338;141.622;104.3111;1.328632;82.67246;-0.001279003
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_16_812.jpg;0;1;0;2.434658;141.6414;104.4568;1.32956;82.66169;-0.001289712
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_16_878.jpg;0;1;0;2.492483;141.6611;104.6051;1.330499;82.64932;-0.001295877
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_16_945.jpg;0;1;0;2.535444;141.688;104.807;1.3356;82.63379;-0.001316249
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_17_012.jpg;0;1;0;2.578273;141.7086;104.9613;1.341;82.62228;-0.001338944
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_17_079.jpg;0;1;0;2.635193;141.7296;105.1182;1.346371;82.61094;-0.001371332
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_17_146.jpg;0;1;0;2.677744;141.7581;105.3313;1.351726;82.59603;-0.001398964
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_17_212.jpg;0;1;0;2.734275;141.78;105.494;1.353704;82.58488;-0.001410934
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_17_278.jpg;0;1;0;2.776502;141.8022;105.6592;1.353975;82.57355;-0.001408713
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_17_345.jpg;-1.554482;1;0;2.818567;141.8328;105.8833;1.352176;82.48152;-0.001047078
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_17_411.jpg;-4.551296;1;0;2.860685;141.858;106.0539;1.350394;82.077;0.0007304327
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_17_478.jpg;-7.559405;1;0;2.91393;141.8864;106.2265;1.349805;81.30753;0.000785623
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_17_545.jpg;-10.54593;1;0;2.952687;141.9318;106.4582;1.310901;79.62883;359.9332
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_17_611.jpg;-13.55305;1;0;2.990139;141.9726;106.6319;1.205732;77.87743;359.8365
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_17_678.jpg;-15;1;0;3.037447;142.0205;106.8045;1.028058;75.76566;359.6815
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_17_745.jpg;-12.00417;0.8002781;0;3.07371;142.0931;107.0339;0.7124587;73.08369;359.4309
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_17_811.jpg;-8.9977;0.5998467;0;3.103408;142.1526;107.2055;0.438964;71.47127;359.2312
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_17_878.jpg;-6.019403;0.4012935;0;3.12852;142.2154;107.3768;0.156356;70.25031;359.0262
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_17_945.jpg;-3.003337;0.2002225;0;3.136659;142.3015;107.6063;359.8432;69.26291;358.8389
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_18_011.jpg;-0.00759311;0;0;3.133982;142.3658;107.7823;359.8261;68.99391;358.9429
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_18_076.jpg;0;0;0.1997862;3.106051;142.4311;107.9574;359.8559;68.95724;359.1029
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_18_145.jpg;0;0;0.3928601;3.047884;142.5167;108.1821;359.7307;68.96398;359.3122
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_18_212.jpg;0;0;0.6036638;2.956836;142.5774;108.3406;359.4355;68.97227;359.4798
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_18_277.jpg;0;0;0.7991687;2.780246;142.6332;108.489;358.9818;68.96002;359.7204
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_18_344.jpg;0;0;0.9997555;2.631585;142.7045;108.6751;358.4153;68.85918;0.08720803
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_18_411.jpg;0;0;1;2.516936;142.7601;108.8089;358.2069;68.63712;0.1198566
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_18_477.jpg;0;0;1;2.354744;142.8164;108.9387;358.2065;68.18631;359.9743
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_18_544.jpg;0;0;1;2.237427;142.8858;109.1075;358.4872;67.67405;-0.002539448
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_18_611.jpg;0;0;1;2.073493;142.9346;109.2233;358.7243;67.60851;-0.00204783
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_18_677.jpg;0;0;0;1.904886;142.9804;109.3333;358.9486;67.60838;0.00156874
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_18_744.jpg;0;0;0.1046832;1.897266;143.0398;109.4772;359.1974;67.60889;0.02120867
D:\EDU\UDACITY\ROBOTICS\ROVER\RoboND-Rover-Project\IMG\robocam_2018_02_15_19_05_18_811.jpg;0;0;0.3044274;1.866175;143.0826;109.581;359.2894;67.60907;0.03427366
